Stock,Shareholder Name,Category
LT,Kotak Flexicap Fund,DIIs
LT,L&T Employees Trust,Public
AXISBANK,Life Insurance Corporation Of India,Promoters
AXISBANK,Administrator Of The Specified Undertaking Of The ...,Promoters
AXISBANK,IDBI Trusteeship Services Ltd,Promoters
AXISBANK,LIC (Lanka) Ltd,Promoters
AXISBANK,LIC Bangladesh Ltd,Promoters
AXISBANK,LIC Housing Finance Ltd,Promoters
AXISBANK,LIC HFL Asset Management Company Ltd,Promoters
AXISBANK,LIC Mutual Fund Asset Management Ltd,Promoters
AXISBANK,LIC Mutual Fund Trustee Company Pvt Ltd,Promoters
AXISBANK,LIC Pension Fund Ltd,Promoters
AXISBANK,LIC Card Services Ltd,Promoters
AXISBANK,LIC (Singapore) Pte Ltd,Promoters
AXISBANK,LIC (Nepal) Ltd,Promoters
AXISBANK,LIC(International) BSC (c) Bahrain,Promoters
AXISBANK,IDBI Bank Ltd,Promoters
AXISBANK,Dodge And Cox International Stock Fund,FIIs
AXISBANK,Government Of Singapore,FIIs
AXISBANK,Government Pension Fund Global,FIIs
AXISBANK,KUWAIT INVESTMENT AUTHORITY FUND - Through its var...,FIIs
AXISBANK,Vanguard Total International Stock Index Fund,FIIs
AXISBANK,"Vanguard Emerging Markets Stock Index Fund, A Seri",FIIs
AXISBANK,"Vanguard Emerging Markets Stock Index Fund, A Seri...",FIIs
AXISBANK,ICICI PRUDENTIAL - Through its various Schemes,DIIs
AXISBANK,HDFC - Through its various Schemes,DIIs
AXISBANK,Sbi Long Term Advantage Fund - Series Vi,DIIs
AXISBANK,Sbi Large & Midcap Fund,DIIs
AXISBANK,SBI - Through its various Mutual Fund Schemes,DIIs
AXISBANK,HDFC - Through its various Mutual Fund Schemes,DIIs
AXISBANK,ICICI PRUDENTIAL - Through its various Mutual Fund Schemes,DIIs
AXISBANK,Sbi S&P Bse Sensex Etf,DIIs
AXISBANK,Sbi Magnum Equity Esg Fund,DIIs
AXISBANK,SBI - Through its various Schemes,DIIs
AXISBANK,Icici Prudential Nifty 50 Index Fund,DIIs
AXISBANK,Icici Prudential Sensex Index Fund,DIIs
AXISBANK,NIPPON- Through its various Schemes,DIIs
AXISBANK,Icici Prudential Nifty50 Equal Weight Index Fund,DIIs
AXISBANK,Hdfc Mutual Fund-Hdfc Arbitrage Fund,DIIs
AXISBANK,NPS TRUST - Through its various Schemes,DIIs
AXISBANK,Nps Trust -A/C Lic Pension Fund Limited Apy Fund S,DIIs
AXISBANK,Nps Trust- A/C Sbi Pension Fund Scheme E - Tier I,DIIs
AXISBANK,Nps Trust-A/C Sbi Pension Fund Scheme Tax Saver-Ti,DIIs
AXISBANK,Hdfc Mutual Fund - Hdfc Banking And Financial Serv,DIIs
AXISBANK,Hdfc Trustee Company Ltd - A/C Hdfc Hybrid Equity,DIIs
AXISBANK,NIPPON - Through its various Mutual Fund Schemes,DIIs
AXISBANK,Hdfc Trustee Co. Ltd. A/C Hdfc Dividend Yield Fund,DIIs
AXISBANK,Nps Trust- A/C Uti Retirement Solutions Pension Fu,DIIs
AXISBANK,UTI - Through its various Schemes,DIIs
AXISBANK,Mirae Asset Flexi Cap Fund,DIIs
AXISBANK,Nippon Life India Trustee Ltd-A/C Nippon India Nif,DIIs
AXISBANK,KOTAK - Through its various Schemes,DIIs
AXISBANK,Mirae Asset Tax Saver Fund,DIIs
AXISBANK,MIRAE ASSET - Through its various Mutual Fund Schemes,DIIs
AXISBANK,Kotak Equity Hybrid,DIIs
AXISBANK,UTI - Through its various Mutual Fund Schemes,DIIs
AXISBANK,MIRAE ASSET - Through its various Schemes,DIIs
AXISBANK,Uti - Regular Savings Fund,DIIs
AXISBANK,KOTAK - Through its various Mutual Fund Schemes,DIIs
AXISBANK,Uti Nifty Index Fund,DIIs
AXISBANK,Kotak Focused Equity Fund,DIIs
AXISBANK,Kotak India Growth Fund Series 4,DIIs
AXISBANK,Mirae Asset Balanced Advantage Fund,DIIs
AXISBANK,Uti Sensex Index Fund,DIIs
AXISBANK,Mirae Asset Arbitrage Fund,DIIs
AXISBANK,ADITYA BIRLA - Through its various Schemes,DIIs
AXISBANK,Aditya Birla Sun Life Trustee Private Limited A/C,DIIs
AXISBANK,PARAG PARIKH - Through its various Schemes,DIIs
AXISBANK,ADITYA BIRLA - Through its various Mutual Fund Schemes,DIIs
AXISBANK,Sbi Life Insurance Company Limited,DIIs
AXISBANK,DSP - Through its various Schemes,DIIs
AXISBANK,Bc Asia Investments Vii Limited,Public
